creatorLabel,datebirth,datedeath,placebirthLabel,coord,lat_long,placedeathLabel,coord_2,lat_long_2
Jorge Délano Frederick,1895-12-04T00:00:00Z,1980-07-09T00:00:00Z,Santiago,Point(-70.666666666 -33.45),"-33.45, -70.666666666667",Santiago,,"-33.45, -70.666666666667"
Wilhelm Uhde,1874-10-28T00:00:00Z,1947-08-17T00:00:00Z,Strzelce Krajeńskie,Point(15.516666666 52.883333333),"52.883333333333, 15.516666666667",Paris,,"48.856577777778, 2.3518277777778"
Aurelio Galleppini,1917-08-29T00:00:00Z,1994-03-10T00:00:00Z,Civitella Paganico,Point(11.281666666 42.995),"42.995, 11.281666666667",Chiavari,,"44.316411111111, 9.3237361111111"
Hermann Finsterlin,1887-08-18T00:00:00Z,1973-09-16T00:00:00Z,Munich,Point(11.566666666 48.133333333),"48.133333333333, 11.566666666667",Stuttgart,,"48.776111111111, 9.1775"
Frida Kahlo,1907-07-06T00:00:00Z,1954-07-13T00:00:00Z,Coyoacán,Point(-99.161666666 19.35),"19.35, -99.161666666667",Coyoacán,,"19.35, -99.161666666667"
Frida Kahlo,1907-07-06T00:00:00Z,1954-07-13T00:00:00Z,Coyoacán,Point(-99.161666666 19.35),"19.34678, -99.15968",Coyoacán,,"19.35, -99.161666666667"
Frida Kahlo,1907-07-06T00:00:00Z,1954-07-13T00:00:00Z,Coyoacán,Point(-99.161666666 19.35),"19.35, -99.161666666667",Coyoacán,,"19.34678, -99.15968"
Frida Kahlo,1907-07-06T00:00:00Z,1954-07-13T00:00:00Z,Coyoacán,Point(-99.161666666 19.35),"19.34678, -99.15968",Coyoacán,,"19.34678, -99.15968"
Andy Warhol,1928-08-06T00:00:00Z,1987-02-22T00:00:00Z,Pittsburgh,Point(-80.0 40.45),"40.45, -80",New York,,"40.67, -73.94"
Albert Anker,1831-04-01T00:00:00Z,1910-07-16T00:00:00Z,Anet,Point(7.1 47.0),"47, 7.1",Anet,,"47, 7.1"
August Strindberg,1849-01-22T00:00:00Z,1912-05-14T00:00:00Z,Stockholm,Point(18.068611111 59.329444444),"59.329444444444, 18.068611111111",Adolf Fredriks församling,,"59.33789, 18.06006"
August Strindberg,1849-01-22T00:00:00Z,1912-05-14T00:00:00Z,Stockholm,Point(18.068611111 59.329444444),"59.329444444444, 18.068611111111",Adolf Fredriks församling,,"59.33843889, 18.05877778"
Max Lingner,1888-11-17T00:00:00Z,1959-03-14T00:00:00Z,Leipzig,Point(12.383333333 51.333333333),"51.333333333333, 12.383333333333",Berlin,,"52.516666666667, 13.383333333333"
José María López Mezquita,1883-04-23T00:00:00Z,1954-12-06T00:00:00Z,Grenade,Point(-3.600833333 37.178055555),"37.178055555556, -3.6008333333333",Madrid,,"40.418888888889, -3.6919444444444"
Pablo Picasso,1881-10-25T00:00:00Z,1973-04-08T00:00:00Z,Málaga,Point(-4.416666666 36.716666666),"36.716666666667, -4.4166666666667",Mougins,,"43.6, 6.9947222222222"
Adolf Jobst,1900-05-10T00:00:00Z,1974-05-15T00:00:00Z,Český Krumlov,Point(14.31520771 48.810990441),"48.810990441614, 14.31520771066",Darmstadt,,"49.866666666667, 8.65"
Paul Schultze-Naumburg,1869-06-10T00:00:00Z,1949-05-19T00:00:00Z,Naumbourg,Point(11.816666666 51.15),"51.15, 11.816666666667",Iéna,,"50.927222222222, 11.586388888889"
René Magritte,1898-11-21T00:00:00Z,1967-08-15T00:00:00Z,Lessines,Point(3.83 50.7117),"50.7117, 3.83",Bruxelles,,"50.846666666667, 4.3525"
Wilhelm Morgner,1891-01-27T00:00:00Z,1917-08-16T00:00:00Z,Soest,Point(8.109166666 51.571111111),"51.571111111111, 8.1091666666667",Langemark,,"50.9133, 2.9181"
Hubert Salentin,1822-01-01T00:00:00Z,1910-01-01T00:00:00Z,Zülpich,Point(6.65 50.7),"50.7, 6.65",Düsseldorf,,"51.216666666667, 6.8166666666667"
Constantin Melnikov,1890-08-03T00:00:00Z,1974-11-28T00:00:00Z,Moscou,Point(37.617777777 55.755833333),"55.755833333333, 37.617777777778",Moscou,,"55.755833333333, 37.617777777778"
Adolfo Lozano Sidro,1872-01-01T00:00:00Z,1935-11-08T00:00:00Z,Priego de Córdoba,Point(-4.1980422 37.4384292),"37.4384292, -4.1980422",Priego de Córdoba,,"37.4384292, -4.1980422"
Anton Räderscheidt,1892-10-11T00:00:00Z,1970-03-08T00:00:00Z,Cologne,Point(6.957777777 50.942222222),"50.942222222222, 6.9577777777778",Cologne,,"50.942222222222, 6.9577777777778"
Nicholas Prokopievich Miholaps,1886-04-28T00:00:00Z,1979-01-01T00:00:00Z,Minsk,Point(27.561837 53.902246),"53.902246, 27.561837",Minsk,,"53.902246, 27.561837"
Otto Nagel,1894-09-27T00:00:00Z,1967-07-12T00:00:00Z,Wedding,Point(13.3667 52.55),"52.55, 13.3667",Berlin-Biesdorf,,"52.509166666667, 13.555277777778"
Lotte Laserstein,1898-01-01T00:00:00Z,1993-01-21T00:00:00Z,Pasłęk,Point(19.666666666 54.05),"54.05, 19.666666666667",Kalmar,,"56.666666666667, 16.366666666667"
Louise Nevelson,1899-09-23T00:00:00Z,1988-04-17T00:00:00Z,Pereïaslav-Khmelnytskyï,Point(31.442222222 50.066111111),"50.066111111111, 31.442222222222",New York,,"40.67, -73.94"
Hans Grundig,1901-02-19T00:00:00Z,1958-09-11T00:00:00Z,Dresde,Point(13.733333333 51.033333333),"51.033333333333, 13.733333333333",Dresde,,"51.033333333333, 13.733333333333"
Rabîndranâth Tagore,1861-05-07T00:00:00Z,1941-08-07T00:00:00Z,Calcutta,Point(88.337777777 22.541111111),"22.541111111111, 88.337777777778",Calcutta,,"22.541111111111, 88.337777777778"
Claude Monet,1840-11-14T00:00:00Z,1926-12-05T00:00:00Z,Paris,Point(2.351827777 48.856577777),"48.856577777778, 2.3518277777778",Giverny,,"49.076111111111, 1.5291666666667"
Otto Umbehr,1902-01-18T00:00:00Z,1980-05-13T00:00:00Z,Düsseldorf,Point(6.816666666 51.216666666),"51.216666666667, 6.8166666666667",Hanovre,,"52.374444444444, 9.7386111111111"
Satyajit Ray,1921-05-02T00:00:00Z,1992-04-23T00:00:00Z,Calcutta,Point(88.337777777 22.541111111),"22.541111111111, 88.337777777778",Calcutta,,"22.541111111111, 88.337777777778"
Roman Matveevich Semashkevich,1900-01-01T00:00:00Z,1937-12-22T00:00:00Z,Liebiedzieva,Point(26.707944444 54.311527777),"54.311527777778, 26.707944444444",Polygone de Boutovo,,"55.533333333333, 37.594166666667"
Maurits Cornelis Escher,1898-06-17T00:00:00Z,1972-03-27T00:00:00Z,Leuvarden,Point(5.783333333 53.2),"53.2, 5.7833333333333",Hilversum,,"52.23, 5.18"
Marcel Duchamp,1887-07-28T00:00:00Z,1968-10-02T00:00:00Z,Blainville-Crevon,Point(1.300833333 49.503333333),"49.503333333333, 1.3008333333333",Neuilly-sur-Seine,,"48.887222222222, 2.2675"
Carl Ludwig Schleich,1859-07-19T00:00:00Z,1922-03-07T00:00:00Z,Szczecin,Point(14.555277777 53.424722222),"53.424722222222, 14.555277777778",Bad Saarow,,"52.293055555556, 14.063611111111"
Boris Vian,1920-03-10T00:00:00Z,1959-06-23T00:00:00Z,Ville-d'Avray,Point(2.193333333 48.826111111),"48.826111111111, 2.1933333333333",Paris,,"48.856577777778, 2.3518277777778"
Eugenio Lucas Villaamil,1858-01-14T00:00:00Z,1918-01-01T00:00:00Z,Madrid,Point(-3.691944444 40.418888888),"40.418888888889, -3.6919444444444",Madrid,,"40.418888888889, -3.6919444444444"
Heinrich Hoerle,1895-09-01T00:00:00Z,1936-07-07T00:00:00Z,Cologne,Point(6.957777777 50.942222222),"50.942222222222, 6.9577777777778",Cologne,,"50.942222222222, 6.9577777777778"
Otto Modersohn,1865-02-22T00:00:00Z,1943-03-10T00:00:00Z,Soest,Point(8.109166666 51.571111111),"51.571111111111, 8.1091666666667",Rotenburg,,"53.106944444444, 9.3969444444444"
Frank Eugene,1865-09-19T00:00:00Z,1936-12-16T00:00:00Z,New York,Point(-73.94 40.67),"40.67, -73.94",Munich,,"48.133333333333, 11.566666666667"
Frida Kahlo,1907-07-06T00:00:00Z,1954-07-13T00:00:00Z,Coyoacán,Point(-99.15968 19.34678),"19.35, -99.161666666667",Coyoacán,,"19.35, -99.161666666667"
Frida Kahlo,1907-07-06T00:00:00Z,1954-07-13T00:00:00Z,Coyoacán,Point(-99.15968 19.34678),"19.34678, -99.15968",Coyoacán,,"19.35, -99.161666666667"
Frida Kahlo,1907-07-06T00:00:00Z,1954-07-13T00:00:00Z,Coyoacán,Point(-99.15968 19.34678),"19.35, -99.161666666667",Coyoacán,,"19.34678, -99.15968"
Frida Kahlo,1907-07-06T00:00:00Z,1954-07-13T00:00:00Z,Coyoacán,Point(-99.15968 19.34678),"19.34678, -99.15968",Coyoacán,,"19.34678, -99.15968"
Henri Matisse,1869-12-31T00:00:00Z,1954-11-03T00:00:00Z,Le Cateau-Cambrésis,Point(3.541111111 50.105277777),"50.105277777778, 3.5411111111111",Nice,,"43.701944444444, 7.2683333333333"
Oskar Fischinger,1900-06-22T00:00:00Z,1967-01-31T00:00:00Z,Gelnhausen,Point(9.19055 50.20268),"50.20268, 9.19055",Los Angeles,,"34.05, -118.25"
Le Corbusier,1887-10-06T00:00:00Z,1965-08-27T00:00:00Z,La Chaux-de-Fonds,Point(6.829558333 47.099627777),"47.099627777778, 6.8295583333333",Roquebrune-Cap-Martin,,"43.757222222222, 7.4741666666667"
Gunta Stölzl,1897-03-05T00:00:00Z,1983-04-22T00:00:00Z,Munich,Point(11.566666666 48.133333333),"48.133333333333, 11.566666666667",Zurich,,"47.378611111111, 8.54"
Eduard von Grützner,1846-05-26T00:00:00Z,1925-04-02T00:00:00Z,Karłowice Wielkie,Point(17.216666666 50.533333333),"50.533333333333, 17.216666666667",Munich,,"48.133333333333, 11.566666666667"
Salvador Dalí,1904-05-11T00:00:00Z,1989-01-23T00:00:00Z,Figueras,Point(2.95 42.266666666),"42.266666666667, 2.95",Figueras,,"42.266666666667, 2.95"
John Lennon,1940-10-09T00:00:00Z,1980-12-08T00:00:00Z,Liverpool,Point(-3.0 53.416666666),"53.416666666667, -3",New York,,"40.67, -73.94"
Abdur Rahman Chughtai,1897-01-01T00:00:00Z,1975-01-01T00:00:00Z,Lahore,Point(74.343611111 31.549722222),"31.549722222222, 74.343611111111",Lahore,,"31.549722222222, 74.343611111111"
Walther Klemm,1883-06-18T00:00:00Z,1957-08-11T00:00:00Z,Carlsbad,Point(12.8725 50.230555555),"50.230555555556, 12.8725",Weimar,,"50.983333333333, 11.316666666667"
Paul Cézanne,1839-01-19T00:00:00Z,1906-10-22T00:00:00Z,Aix-en-Provence,Point(5.445555555 43.527777777),"43.527777777778, 5.4455555555556",Aix-en-Provence,,"43.527777777778, 5.4455555555556"
Gustav Klimt,1862-07-14T00:00:00Z,1918-02-06T00:00:00Z,Baumgarten,Point(16.275555555 48.206388888),"48.206388888889, 16.275555555556",Alsergrund,,"48.225277777778, 16.356944444444"
Zośka Vieras,1892-01-01T00:00:00Z,1991-10-08T00:00:00Z,Medjybij,Point(27.416666666 49.433333333),"49.433333333333, 27.416666666667",Vilnius,,"54.683333333333, 25.283333333333"
Michel Larionov,1881-06-03T00:00:00Z,1964-05-10T00:00:00Z,Tiraspol,Point(29.63333333 46.85),"46.85, 29.63333333",Fontenay-aux-Roses,,"48.789166666667, 2.2855555555556"
Alois Wünsche-Mitterecker,1903-11-28T00:00:00Z,1975-12-13T00:00:00Z,Gleisdorf,Point(15.708333333 47.103888888),"47.103888888889, 15.708333333333",Eichstätt,,"48.891944444444, 11.183888888889"
Paul Gauguin,1848-06-07T00:00:00Z,1903-05-09T00:00:00Z,Paris,Point(2.351827777 48.856577777),"48.856577777778, 2.3518277777778",Atuona,,"-9.803, -139.0396"
D. H. Lawrence,1885-09-11T00:00:00Z,1930-03-02T00:00:00Z,Nottingham,Point(-1.149166666 52.955),"52.955, -1.1491666666667",Vence,,"43.722777777778, 7.1136111111111"
Woody Crumbo,1912-01-21T00:00:00Z,1989-04-04T00:00:00Z,Lexington,Point(-97.336111111 35.015277777),"35.015277777778, -97.336111111111",Cimarron,,"36.5094, -104.916"
Man Ray,1890-08-27T00:00:00Z,1976-11-18T00:00:00Z,Philadelphie,Point(-75.163333333 39.953055555),"39.953055555556, -75.163333333333",Paris,,"48.856577777778, 2.3518277777778"
Egon Schiele,1890-06-12T00:00:00Z,1918-10-31T00:00:00Z,Tulln an der Donau,Point(16.05 48.333333333),"48.333333333333, 16.05",Vienne,,"48.20833, 16.373064"
Franz Marc,1880-02-08T00:00:00Z,1916-03-04T00:00:00Z,Munich,Point(11.566666666 48.133333333),"48.133333333333, 11.566666666667",Braquis,,"49.155, 5.6266666666667"
Eugen Hoffmann,1892-09-27T00:00:00Z,1955-07-01T00:00:00Z,Dresde,Point(13.733333333 51.033333333),"51.033333333333, 13.733333333333",Dresde,,"51.033333333333, 13.733333333333"
Raoul Dufy,1877-06-03T00:00:00Z,1953-03-23T00:00:00Z,Le Havre,Point(0.108055555 49.494166666),"49.494166666667, 0.10805555555556",Forcalquier,,"43.959166666667, 5.7797222222222"
Brunon Lechowski,1887-04-04T00:00:00Z,1941-10-16T00:00:00Z,Varsovie,Point(21.033333333 52.216666666),"52.216666666667, 21.033333333333",État de Rio de Janeiro,,"-22.91, -43.175556"
Robert Delaunay,1885-04-12T00:00:00Z,1941-10-25T00:00:00Z,Paris,Point(2.351827777 48.856577777),"48.856577777778, 2.3518277777778",Montpellier,,"43.610919444444, 3.8772305555556"
André Cluysenaar,1872-05-31T00:00:00Z,1939-04-07T00:00:00Z,Saint-Gilles,Point(4.35 50.816666666),"50.816666666667, 4.35",Uccle,,"50.803888888889, 4.3291666666667"
Victor Westerholm,1860-01-04T00:00:00Z,1919-11-19T00:00:00Z,Turku,Point(22.27 60.451666666),"60.451666666667, 22.27",Turku,,"60.451666666667, 22.27"
A. Paul Weber,1893-11-01T00:00:00Z,1980-11-09T00:00:00Z,Arnstadt,Point(10.946388888 50.834166666),"50.834166666667, 10.946388888889",Schretstaken,,"53.583333333333, 10.55"
Charles Prosper Wolff Schoenmaker,1882-07-25T00:00:00Z,1949-05-22T00:00:00Z,Banyubiru (Semarang),Point(110.40416667 -7.29333333),"-7.29333333, 110.40416667",Bandung,,"-6.95, 107.56666666667"
Edvard Munch,1863-12-12T00:00:00Z,1944-01-23T00:00:00Z,Løten,Point(11.390833333 60.825277777),"60.825277777778, 11.390833333333",Aker,,"59.905466666667, 10.759736111111"
Franz von Stuck,1863-02-23T00:00:00Z,1928-08-30T00:00:00Z,Tettenweis,Point(13.266666666 48.433333333),"48.433333333333, 13.266666666667",Munich,,"48.133333333333, 11.566666666667"
Frank Malina,1912-10-02T00:00:00Z,1981-11-09T00:00:00Z,Brenham,Point(-96.396944444 30.161944444),"30.161944444444, -96.396944444444",Boulogne-Billancourt,,"48.835277777778, 2.2413888888889"
Max Klinger,1857-02-18T00:00:00Z,1920-07-05T00:00:00Z,Leipzig,Point(12.383333333 51.333333333),"51.333333333333, 12.383333333333",Großjena,,"51.188055555556, 11.790555555556"
Auguste Renoir,1841-02-25T00:00:00Z,1919-12-03T00:00:00Z,Limoges,Point(1.261666666 45.834444444),"45.834444444444, 1.2616666666667",Cagnes-sur-Mer,,"43.663611111111, 7.1483333333333"
István Zádor,1882-01-15T00:00:00Z,1963-05-24T00:00:00Z,Kikinda,Point(20.459166666 45.824444444),"45.824444444444, 20.459166666667",Budapest,,"47.498333333333, 19.040833333333"
Franz von Bayros,1866-05-28T00:00:00Z,1924-04-03T00:00:00Z,Zagreb,Point(15.95 45.8),"45.8, 15.95",Vienne,,"48.20833, 16.373064"
Friedrich Dürrenmatt,1921-01-05T00:00:00Z,1990-12-14T00:00:00Z,Konolfingen,Point(7.616666666 46.883333333),"46.883333333333, 7.6166666666667",Neuchâtel,,"46.990277777778, 6.9305555555556"
A. Tóth Sándor,1904-04-07T00:00:00Z,1980-10-02T00:00:00Z,Rimavská Sobota,Point(20.016666666 48.383333333),"48.383333333333, 20.016666666667",Zalaegerszeg,,"46.839166666667, 16.851111111111"
Hermann Hesse,1877-07-02T00:00:00Z,1962-08-09T00:00:00Z,arrondissement de Calw,Point(8.74 48.7),"48.7, 8.74",Montagnola,,"45.983333333333, 8.9166666666667"
Koloman Moser,1868-03-30T00:00:00Z,1918-10-18T00:00:00Z,Vienne,Point(16.373064 48.20833),"48.20833, 16.373064",Vienne,,"48.20833, 16.373064"
Bogdan Willewalde,1819-01-12T00:00:00Z,1903-03-24T00:00:00Z,Pavlovsk,Point(30.433333333 59.683333333),"59.683333333333, 30.433333333333",Dresde,,"51.033333333333, 13.733333333333"
Grete Stern,1904-05-09T00:00:00Z,1999-12-24T00:00:00Z,Elberfeld,Point(7.149167 51.257222),"51.257222, 7.149167",Buenos Aires,,"-34.599722222222, -58.381944444444"
Vilmos Aba-Novák,1894-03-15T00:00:00Z,1941-09-29T00:00:00Z,Budapest,Point(19.040833333 47.498333333),"47.498333333333, 19.040833333333",Budapest,,"47.498333333333, 19.040833333333"
Pierre Bonnard,1867-10-03T00:00:00Z,1947-01-23T00:00:00Z,Fontenay-aux-Roses,Point(2.285555555 48.789166666),"48.789166666667, 2.2855555555556",Le Cannet,,"43.576111111111, 7.0186111111111"
Edmond Dulac,1882-10-22T00:00:00Z,1953-05-25T00:00:00Z,Toulouse,Point(1.441944444 43.604444444),"43.604444444444, 1.4419444444444",Londres,,"51.507222222222, -0.1275"
Hans Jaenisch,1907-01-01T00:00:00Z,1989-01-01T00:00:00Z,Eilenstedt,Point(11.043055555 51.983333333),"51.983333333333, 11.043055555556",Nebel,,"54.653055555556, 8.355"
Peter Paul Morandell,1901-01-01T00:00:00Z,1976-01-01T00:00:00Z,Bolzano,Point(11.35 46.5),"46.5, 11.35",Innsbruck,,"47.266666666667, 11.383333333333"
Ivan Youlianovitch Romanovsky,1928-08-24T00:00:00Z,1974-06-25T00:00:00Z,Minsk,Point(27.561837 53.902246),"53.902246, 27.561837",Minsk,,"53.902246, 27.561837"
Edgar Degas,1834-07-19T00:00:00Z,1917-09-27T00:00:00Z,Paris,Point(2.351827777 48.856577777),"48.856577777778, 2.3518277777778",Paris,,"48.856577777778, 2.3518277777778"
Ricard Opisso,1880-11-20T00:00:00Z,1966-05-21T00:00:00Z,Tarragone,Point(1.24532 41.11868),"41.11868, 1.24532",Barcelone,,"41.3825, 2.1769444444444"
August Macke,1887-01-03T00:00:00Z,1914-09-26T00:00:00Z,Meschede,Point(8.283611111 51.350277777),"51.350277777778, 8.2836111111111",Champagne,,"49, 4"
Jackson Pollock,1932-01-28T00:00:00Z,1956-09-30T00:00:00Z,Cody,Point(-109.057222222 44.523333333),"44.523333333333, -109.05722222222",East Hampton,,"40.9569, -72.1989"
William Anderson Coffin,1855-01-31T00:00:00Z,1925-10-26T00:00:00Z,Allegheny,Point(-80.02 40.45),"40.45, -80.02",New York,,"40.67, -73.94"
Endel Ruberg,1917-05-21T00:00:00Z,1989-12-29T00:00:00Z,Commune de Sõmeru,Point(26.433333333 59.383333333),"59.383333333333, 26.433333333333",Stockholm,,"59.329444444444, 18.068611111111"
Paul Klee,1879-12-18T00:00:00Z,1940-06-29T00:00:00Z,Münchenbuchsee,Point(7.45 47.016388888),"47.016388888889, 7.45",Muralto,,"46.166666666667, 8.8"
Wilhelm Lachnit,1899-11-12T00:00:00Z,1962-11-14T00:00:00Z,Gittersee,Point(13.690555555 51.009166666),"51.009166666667, 13.690555555556",Dresde,,"51.033333333333, 13.733333333333"
Marc Chagall,1887-07-07T00:00:00Z,1985-03-28T00:00:00Z,Liozna,Point(30.8 55.016666666),"55.016666666667, 30.8",Saint-Paul-de-Vence,,"43.696388888889, 7.1222222222222"
Louis Muraton,1850-11-10T00:00:00Z,1919-11-20T00:00:00Z,Tours,Point(0.688333333 47.392777777),"47.392777777778, 0.68833333333333",Paris,,"48.856577777778, 2.3518277777778"
Lea Grundig,1906-03-23T00:00:00Z,1977-10-10T00:00:00Z,Dresde,Point(13.733333333 51.033333333),"51.033333333333, 13.733333333333",mer Méditerranée,,"35, 18"
Camillo Sitte,1843-04-17T00:00:00Z,1903-11-16T00:00:00Z,Vienne,Point(16.373064 48.20833),"48.20833, 16.373064",Vienne,,"48.20833, 16.373064"
Charles Edouard Duboc,1822-09-11T00:00:00Z,1910-04-15T00:00:00Z,Hambourg,Point(10.0 53.55),"53.55, 10",Dresde,,"51.033333333333, 13.733333333333"
Chargesheimer,1924-05-19T00:00:00Z,1971-12-31T00:00:00Z,Cologne,Point(6.957777777 50.942222222),"50.942222222222, 6.9577777777778",Cologne,,"50.942222222222, 6.9577777777778"
Johann Siegwald Dahl,1827-01-01T00:00:00Z,1902-01-01T00:00:00Z,Dresde,Point(13.733333333 51.033333333),"51.033333333333, 13.733333333333",Dresde,,"51.033333333333, 13.733333333333"
Louis Sussmann-Hellborn,1828-03-20T00:00:00Z,1908-08-15T00:00:00Z,Berlin,Point(13.383333333 52.516666666),"52.516666666667, 13.383333333333",Berlin,,"52.516666666667, 13.383333333333"
H. F. Boot,1877-02-08T00:00:00Z,1963-03-03T00:00:00Z,Maastricht,Point(5.683333333 50.866666666),"50.866666666667, 5.6833333333333",Haarlem,,"52.380277777778, 4.6405555555556"
Jimmy Ernst,1920-06-24T00:00:00Z,1984-02-06T00:00:00Z,Cologne,Point(6.957777777 50.942222222),"50.942222222222, 6.9577777777778",New York,,"40.67, -73.94"
Paul Gösch,1885-08-30T00:00:00Z,1940-08-22T00:00:00Z,Schwerin,Point(11.416666666 53.633333333),"53.633333333333, 11.416666666667",Brandebourg-sur-la-Havel,,"52.411666666667, 12.556111111111"
John Decker,1895-01-01T00:00:00Z,1947-01-01T00:00:00Z,Berlin,Point(13.383333333 52.516666666),"52.516666666667, 13.383333333333",Hollywood,,"34.1, -118.33333333333"
Roberto Melli,1885-01-01T00:00:00Z,1958-01-04T00:00:00Z,Ferrare,Point(11.619865 44.835297),"44.835297, 11.619865",Rome,,"41.893055555556, 12.482777777778"
Johann Siegwald Dahl,1827-01-01T00:00:00Z,1902-06-15T00:00:00Z,Dresde,Point(13.733333333 51.033333333),"51.033333333333, 13.733333333333",Dresde,,"51.033333333333, 13.733333333333"
Johann Siegwald Dahl,1827-08-16T00:00:00Z,1902-01-01T00:00:00Z,Dresde,Point(13.733333333 51.033333333),"51.033333333333, 13.733333333333",Dresde,,"51.033333333333, 13.733333333333"
Karl Josef Gollrad,1866-06-18T00:00:00Z,1940-11-04T00:00:00Z,Schonach,Point(8.2025 48.142777777),"48.142777777778, 8.2025",lac de Constance,,"47.65, 9.3166666666667"
Joy Adamson,1910-01-20T00:00:00Z,1980-01-03T00:00:00Z,Opava,Point(17.904444444 49.938055555),"49.938055555556, 17.904444444444",réserve nationale de Shaba,,"0.65, 37.83333333"
Julius von Klever,1850-01-31T00:00:00Z,1924-12-24T00:00:00Z,Tartu,Point(26.7225 58.38),"58.38, 26.7225",Saint-Pétersbourg,,"59.95, 30.316666666667"
Fritz Beblo,1872-11-10T00:00:00Z,1947-04-11T00:00:00Z,Wrocław,Point(17.03533 51.10773),"51.10773, 17.03533",Munich,,"48.133333333333, 11.566666666667"
Carl Saltzmann,1847-09-23T00:00:00Z,1923-01-01T00:00:00Z,Berlin,Point(13.383333333 52.516666666),"52.516666666667, 13.383333333333",Potsdam,,"52.4, 13.066666666667"
Gustav van Treeck,1854-06-01T00:00:00Z,1930-01-12T00:00:00Z,Hüls,Point(6.511111111 51.372222222),"51.372222222222, 6.5111111111111",Munich,,"48.133333333333, 11.566666666667"
Johann Siegwald Dahl,1827-08-16T00:00:00Z,1902-06-15T00:00:00Z,Dresde,Point(13.733333333 51.033333333),"51.033333333333, 13.733333333333",Dresde,,"51.033333333333, 13.733333333333"
Joy Adamson,1910-01-20T00:00:00Z,1980-01-03T00:00:00Z,Autriche-Hongrie,Point(16.35 48.2),"48.2, 16.35",réserve nationale de Shaba,,"0.65, 37.83333333"
Henry Ulke,1821-01-29T00:00:00Z,1910-02-17T00:00:00Z,Ząbkowice Śląskie,Point(16.816666666 50.583333333),"50.583333333333, 16.816666666667",Washington,,"38.895, -77.036666666667"
Ludwig Willroider,1845-01-11T00:00:00Z,1910-05-22T00:00:00Z,Villach,Point(13.833333333 46.616666666),"46.616666666667, 13.833333333333",Bernried am Starnberger See,,"47.865555555556, 11.292222222222"
Adolfo Winternitz,1906-10-20T00:00:00Z,1993-01-01T00:00:00Z,Vienne,Point(16.373064 48.20833),"48.20833, 16.373064",Lima,,"-12.035, -77.018611111111"
Marta Hegemann,1894-02-14T00:00:00Z,1970-01-28T00:00:00Z,Düsseldorf,Point(6.816666666 51.216666666),"51.216666666667, 6.8166666666667",Cologne,,"50.942222222222, 6.9577777777778"
Hans Aschenborn,1888-02-01T00:00:00Z,1931-04-10T00:00:00Z,Kiel,Point(10.140555555 54.325277777),"54.325277777778, 10.140555555556",Kiel,,"54.325277777778, 10.140555555556"
Charles Hug,1899-06-22T00:00:00Z,1979-05-07T00:00:00Z,Saint-Gall,Point(9.377222222 47.423333333),"47.423333333333, 9.3772222222222",Zurich,,"47.378611111111, 8.54"
Otto Böhler,1847-11-11T00:00:00Z,1913-04-05T00:00:00Z,Francfort-sur-le-Main,Point(8.679722222 50.113611111),"50.113611111111, 8.6797222222222",Vienne,,"48.20833, 16.373064"
Enrique Simonet,1866-02-02T00:00:00Z,1927-04-20T00:00:00Z,Valence,Point(-0.375 39.466666666),"39.466666666667, -0.375",Madrid,,"40.418888888889, -3.6919444444444"
Ludwig Koch,1866-12-13T00:00:00Z,1934-11-26T00:00:00Z,Vienne,Point(16.373064 48.20833),"48.20833, 16.373064",Vienne,,"48.20833, 16.373064"
Werner Heuser,1880-01-01T00:00:00Z,1964-01-01T00:00:00Z,Gummersbach,Point(7.566666666 51.033333333),"51.033333333333, 7.5666666666667",Düsseldorf,,"51.216666666667, 6.8166666666667"
Roman Erich Petsche,1907-02-03T00:00:00Z,1993-01-01T00:00:00Z,Kočevje,Point(14.861388888 45.639722222),"45.639722222222, 14.861388888889",Ried im Innkreis,,"48.21, 13.489444444444"
Eva Schulze-Knabe,1907-05-11T00:00:00Z,1976-07-15T00:00:00Z,Pirna,Point(13.940277777 50.962222222),"50.962222222222, 13.940277777778",Dresde,,"51.033333333333, 13.733333333333"
Franz Wilhelm Seiwert,1894-03-09T00:00:00Z,1933-07-03T00:00:00Z,Cologne,Point(6.957777777 50.942222222),"50.942222222222, 6.9577777777778",Cologne,,"50.942222222222, 6.9577777777778"
Ernst Karl Eugen Körner,1846-11-03T00:00:00Z,1927-07-30T00:00:00Z,Malbork,Point(19.05 54.033333333),"54.033333333333, 19.05",Berlin,,"52.516666666667, 13.383333333333"
Alfons Walde,1891-02-08T00:00:00Z,1958-12-11T00:00:00Z,Oberndorf en Tyrol,Point(12.384722222 47.498611111),"47.498611111111, 12.384722222222",Kitzbühel,,"47.446388888889, 12.391944444444"
Charles Edouard Duboc,1822-09-17T00:00:00Z,1910-04-15T00:00:00Z,Hambourg,Point(10.0 53.55),"53.55, 10",Dresde,,"51.033333333333, 13.733333333333"
Louis Sussmann-Hellborn,1828-03-30T00:00:00Z,1908-08-15T00:00:00Z,Berlin,Point(13.383333333 52.516666666),"52.516666666667, 13.383333333333",Berlin,,"52.516666666667, 13.383333333333"
Matthias Goebbels,1836-03-19T00:00:00Z,1911-09-06T00:00:00Z,Baesweiler,Point(6.183333333 50.9),"50.9, 6.1833333333333",Aix-la-Chapelle,,"50.774167, 6.0825"
